건물명,주소,층,거래일,거래금액,면적,평,건축년도,위도,경도,평당보증금,평당월세,평당보증금평균,평당월세평균
목동청구한신아파트, 목동 929,12층,2020 12 30,"    41,500/        70",84.76,25.6,1997,37.8869044537175,127.548598602861,1621.09375,2.734375,2363.0099826388887,0.7990451388888888
목동대림, 목동 405,6층,2020 11 28,"    80,000/         0",84.82,25.7,1994,37.897311716683895,127.576038007015,3112.8404669260703,0.0,2278.835464146748,0.5544747081712063
목동성원(926-8), 목동 926-8,7층,2020 12 28,"    35,000/       100",84.31,25.5,1997,37.526395684575604,126.8693311199,1372.549019607843,3.9215686274509802,2622.08172216355,0.6962464604322777
건영, 목동 928,8층,2020 10 30,"    37,000/         0",84.39,25.5,1994,37.885649857893796,127.54713035338999,1450.9803921568628,0.0,1312.2994652406417,0.0
대원칸타빌2, 목동 941,4층,2020 12 30,"    57,750/         0",83.72,25.3,2003,37.9329725270699,127.60443492598,2282.608695652174,0.0,2177.1766320551724,0.40753200353054325
성원2, 목동 709-2,1층,2020 12 30,"    31,000/         0",59.9,18.1,2000,37.5427443499356,126.86347977034201,1712.707182320442,0.0,1473.1133653413044,0.6668425158583998
목동신시가지1, 목동 901,4층,2020 12 30,"   100,000/         0",99.15,30.0,1985,37.7334811839133,126.731553981579,3333.3333333333335,0.0,2156.1204119026434,1.0809111732662546
목동신시가지2, 목동 902,13층,2020 12 31,"    76,000/         0",95.67,28.9,1986,37.733605215574606,126.73210100155899,2629.757785467128,0.0,2174.924955565734,0.9669749674545174
목동신시가지3, 목동 903,4층,2020 12 31,"    70,000/         0",95.74,29.0,1986,37.8881036603603,127.547599472316,2413.793103448276,0.0,2281.955052972276,0.6116119215212688
목동신시가지7, 목동 925,5층,2020 12 31,"    83,000/         0",74.12,22.4,1986,37.730159186031706,126.73556369902201,3705.357142857143,0.0,2149.715632244695,0.9811489301839252
목동신시가지4, 목동 904,16층,2020 12 29,"    29,900/         0",48.69,14.7,1986,37.8873706248595,127.547260596248,2034.0136054421769,0.0,2077.4562700458036,0.914507588296201
목동현대아파트(931), 목동 931,16층,2020 12 7,       955/        11,32.76,9.9,1997,37.8852071364796,127.547555880874,96.46464646464646,1.1111111111111112,211.0549943883277,0.44893378226711556
어바니엘, 목동 514-18,7층,2020 12 30,"     1,000/        66",15.21,4.6,2018,37.546645093907706,126.874842508144,217.3913043478261,14.347826086956523,211.299328690633,13.889978459543677
목동센트럴푸르지오, 목동 404-13,4층,2020 11 9,"    36,375/         0",57.8736,17.5,2015,37.3845257270275,127.19773128620501,2078.5714285714284,0.0,2710.3390357885214,1.008003448356206
목동신시가지5, 목동 912,3층,2020 12 29,"    77,000/         0",95.01,28.7,1986,37.888887652596104,127.548025333476,2682.9268292682927,0.0,2402.437713928303,0.7451001023903843
롯데캐슬위너, 목동 956,4층,2020 12 21,"    54,500/         0",84.94,25.7,2005,37.93123945255579,127.583547407993,2120.6225680933853,0.0,2015.7380463066102,0.8110934240448103
목동노블레스, 목동 945,11층,2020 11 14,"    43,000/         0",81.26,24.6,2007,37.9319332415975,127.605034115028,1747.9674796747966,0.0,1784.2940992223994,0.8375209380234506
목동신시가지6, 목동 911,3층,2020 12 23,"   105,000/         0",142.39,43.1,1986,37.727805597686,126.731557866337,2436.1948955916473,0.0,2163.132052596454,1.0130016800946355
트라팰리스 이스턴에비뉴, 목동 962-1,22층,2020 12 21,"    86,100/       163",146.1,44.2,2009,37.7278625675357,126.736651733308,1947.9638009049772,3.687782805429864,2910.711599121076,2.6762067357897292
금호아파트(768), 목동 768-5,3층,2020 11 15,"    35,000/         0",59.67,18.1,1995,37.535907098793295,126.867100317697,1933.7016574585634,0.0,1615.9361093793664,0.0
명지해드는터, 목동 957,6층,2020 10 10,"    52,000/         0",84.82,25.7,2005,37.930622374444496,127.585661747999,2023.3463035019456,0.0,1876.582669384226,0.0
신한이모르젠, 목동 960,10층,2020 9 2,"    50,000/         0",84.92,25.7,2006,37.9280610546263,127.585765833079,1945.5252918287938,0.0,1580.320070331148,0.146484375
목동 이-편한세상, 목동 950,9층,2020 11 27,"   100,000/         0",156.54,47.4,2006,37.9306702521162,127.59327345642201,2109.704641350211,0.0,1999.7049945427611,0.39135907527567987
우성, 목동 200,9층,2020 12 30,"    60,900/         0",84.44,25.5,1992,37.9058754546577,127.594576178595,2388.235294117647,0.0,2083.479107368754,0.3279273402909551
목동길성그랑프리텔, 목동 739-5,3층,2020 10 31,"    33,500/         0",65.3727,19.8,2003,37.8932877781762,127.556082636515,1691.919191919192,0.0,1698.3022313530785,0.0
벽산, 목동 926-7,3층,2020 12 3,"    75,000/         0",84.99,25.7,1991,37.5265200083471,126.868629988397,2918.287937743191,0.0,2837.8499957909307,0.44931813079916194
세종그랑시아, 목동 722-5,1층,2020 11 25,"    36,000/         0",59.03,17.9,2003,37.8900563691639,127.547047256577,2011.1731843575421,0.0,1709.1881229768485,0.8264462809917356
목동미소래, 목동 958,7층,2020 2 17,"    40,000/         0",84.95,25.7,2005,37.929865677740295,127.586070963267,1556.4202334630352,0.0,1653.696498054475,0.0
진도1, 목동 935,13층,2020 12 31,"    82,000/         0",112.83,34.1,1998,37.8841862468984,127.54815543439899,2404.692082111437,0.0,2333.3488688692496,0.509353560588556
웨스트빌, 목동 949,11층,2020 11 30,"    33,600/         0",78.146,23.6,2004,37.930869577891,127.598980075436,1423.728813559322,0.0,1657.0020074999052,0.17189514396218308
트라팰리스 웨스턴에비뉴, 목동 962,29층,2020 11 11,"    75,000/       330",124.95,37.8,2009,37.9248580692717,127.58658321209101,1984.1269841269843,8.730158730158731,2737.824583756327,3.6804205761840634
목동금호베스트빌, 목동 549,7층,2020 12 29,"    42,000/         0",83.71,25.3,2002,37.9054894963105,127.57288315336001,1660.0790513833992,0.0,1658.4264550057019,0.4171907352642221
금호1, 목동 934,8층,2020 12 23,"    70,000/         0",59.88,18.1,1997,37.8845759886323,127.54831120122,3867.403314917127,0.0,2552.1817625597387,1.3088619931064627
대원칸타빌, 목동 808-5,9층,2020 10 31,"    30,000/       150",81.233,24.6,2001,37.528579365425,126.864775115482,1219.5121951219512,6.097560975609756,2134.0472198496304,0.9485094850948509
목동2차아이파크, 목동 758-2,4층,2020 12 18,"    49,000/        31",84.85,25.7,2004,37.88555702216561,127.554479738281,1906.614785992218,1.206225680933852,2073.929961089494,1.0583657587548636
목동휘버스I, 목동 729-12,3층,2020 7 11,"    38,000/         0",84.79,25.6,2004,37.5375683211831,126.86462540120701,1484.375,0.0,1484.375,0.0
하이페리온2, 목동 961,34층,2020 12 17,"   126,000/         0",155.586,47.1,2006,37.9257570035616,127.58988615507401,2675.1592356687897,0.0,2753.7733632864947,1.0540343705566233
목동트윈빌, 목동 905-22,11층,2020 12 31,"    84,000/         0",162.3,49.1,2000,37.532182056367,126.87682481606001,1710.794297352342,0.0,1517.1427984924728,0.8861281213801203
금호어울림, 목동 951,10층,2020 12 12,"    51,000/        30",120.12,36.3,2004,37.9300351684605,127.595131070341,1404.9586776859505,0.8264462809917356,1708.4261686852565,1.1247170057469464
현대, 목동 930,4층,2020 12 19,"    71,400/         0",83.16,25.2,1996,37.8848879017559,127.54672478096701,2833.3333333333335,0.0,2610.876312309395,0.10930289045421424
월드메르디앙3, 목동 947,6층,2020 12 19,"    70,350/         0",84.95,25.7,2003,37.9321386498128,127.608728472333,2737.3540856031127,0.0,2062.658547678003,2.762645914396887
목동가든스위트, 목동 907-5,5층,2020 12 12,"   110,000/         0",179.03,54.2,1999,37.536152509062205,126.878730097952,2029.520295202952,0.0,1983.6817620414513,0.6330213821647447
월드메르디앙, 목동 750-5,3층,2020 11 11,"    45,000/         0",84.1969,25.5,2001,37.8891220676635,127.554416555297,1764.7058823529412,0.0,1619.905860071301,0.24509803921568626
목동현대1, 목동 932,15층,2020 12 19,"    57,700/         0",59.9,18.1,1997,37.884552283299996,127.547232036708,3187.845303867403,0.0,2990.6697704986505,0.9914163485545988
삼익, 목동 933,3층,2020 10 31,"    43,000/         0",59.87,18.1,1997,37.884623778477604,127.547934022518,2375.6906077348062,0.0,2270.202803929743,0.4872466080823095
청학, 목동 938,3층,2020 8 29,"    29,500/         0",45.67,13.8,2002,37.8844662170306,127.54862432691401,2137.6811594202895,0.0,2219.1552642317215,0.46113306982872193
신동아파밀리에, 목동 772-7,5층,2020 11 7,"    58,000/         0",84.9861,25.7,2002,37.534872051264294,126.869479890342,2256.809338521401,0.0,1968.0912174978055,0.0
부영그린타운1, 목동 907-12,17층,2020 12 22,"    86,100/         0",164.1,49.6,1999,37.536200727508295,126.880095615058,1735.8870967741934,0.0,2211.627082594825,0.0827129859387924
목동성원초원, 목동 751-4,1층,2020 11 10,"    62,000/         0",84.96,25.7,1999,37.5388767791669,126.87078485216101,2412.4513618677042,0.0,2035.311463192668,0.0
목동효성, 목동 539-4,7층,2020 11 26,"    55,000/         0",84.8,25.7,2003,37.543983880280706,126.876318601877,2140.077821011673,0.0,1601.1126930315465,0.38857215940429
극동늘푸른, 목동 752-1,6층,2020 11 18,"    25,000/        95",84.21,25.5,1998,37.731897268530396,126.74714712026301,980.3921568627451,3.7254901960784315,1879.4125947294037,0.4898975278614735
목동롯데캐슬마에스트로, 목동 965,13층,2020 12 31,"    50,000/         0",59.984,18.1,2019,37.9249859566032,127.584157545989,2762.430939226519,0.0,2356.64167577923,0.9426108049101346
스카이빌아파트, 목동 772-11,1층,2020 11 26,"    53,000/        35",84.51,25.6,2002,37.5342608327286,126.869262345005,2070.3125,1.3671875,1628.3482142857142,1.3113839285714286
목동성원, 목동 763-1,11층,2020 12 17,"    60,900/         0",84.94,25.7,2000,37.8841355646373,127.55231362428002,2369.649805447471,0.0,2155.222425106936,0.5722894586437517
엘리온, 목동 803-2,3층,2020 6 30,"    10,000/        87",72.4629,21.9,2011,37.883622034861396,127.55103473297,456.62100456621005,3.9726027397260277,1248.9435982586667,1.5514736405147367
목동동화옥시죤-7, 목동 747-12,6층,2020 7 7,"    37,000/         0",76.38,23.1,2005,37.5388210016335,126.86966209886002,1601.7316017316016,0.0,1569.8536223828053,0.0
보경, 목동 729-4,6층,2020 11 9,"    20,000/         0",82.4,24.9,2000,37.5378211426581,126.864862773575,803.2128514056226,0.0,943.7751004016066,0.0
진도2, 목동 936,11층,2020 11 13,"    39,600/       120",84.75,25.6,1999,37.8869819961025,127.544683896952,1546.875,4.6875,2338.0737403271514,1.8276745104841194
웨스트빌(102동), 목동 954,7층,2020 11 25,"    40,000/        10",81.21600000000002,24.6,2005,37.930905622947,127.59107271317801,1626.0162601626016,0.4065040650406504,1653.1165311653115,0.06775067750677506
연지프로빌, 목동 405-300,3층,2020 11 27,"    20,000/       135",80.45,24.3,2002,37.5242424142957,126.873459148512,823.0452674897119,5.555555555555555,915.3556331215274,2.791783380018674
신정두산위브, 신월동 1055,11층,2020 12 7,"    55,000/         0",84.22,25.5,2012,37.519036958083504,126.845679447566,2156.8627450980393,0.0,1561.511783341855,0.1778003556007112
양천 홈타운1차, 신월동 456-1,6층,2020 12 31,"    22,000/         0",40.15,12.1,2019,37.5270248618361,126.848130557247,1818.1818181818182,0.0,841.7683535072338,2.4143615427950245
삼익플라주, 신월동 1042,3층,2020 10 15,"    31,000/         0",84.736,25.6,2006,37.5195499980484,126.842767905434,1210.9375,0.0,1203.2948369565217,0.0
신월시영, 신월동 987-1,11층,2020 12 31,"    10,000/        30",50.67,15.3,1988,37.5178967570257,126.836116934789,653.59477124183,1.9607843137254901,913.1414160942871,0.7225004434909388
제일캐슬, 신월동 494-8,7층,2020 7 14,"    26,000/         0",59.99,18.1,2003,37.5235616847732,126.846987059749,1436.46408839779,0.0,1086.5561694290975,1.1049723756906076
신안파크, 신월동 350-2,4층,2020 12 28,"    12,000/         0",47.6,14.4,1988,37.5233861173325,126.82956646487699,833.3333333333333,0.0,646.5719201652314,0.5148974192821842
대주파크빌, 신월동 1028,8층,2020 12 29,"    31,500/         0",59.98,18.1,2004,37.5144076010922,126.84250637717399,1740.331491712707,0.0,1223.3229428667653,0.987330796626323
목동센트럴 아이파크위브 2단지, 신월동 1076,5층,2020 12 28,"    70,000/         0",84.97,25.7,2020,37.5155428398583,126.84244895594401,2723.7354085603115,0.0,1680.825303868772,0.6220177479347867
신월대림, 신월동 491-1,13층,2020 12 7,"    35,000/         0",84.99,25.7,2001,37.5237121303391,126.844872758396,1361.8677042801557,0.0,1464.3196307165636,0.2025782688766114
롯데캐슬, 신월동 1063,18층,2020 12 26,"    60,500/         0",84.984,25.7,2014,37.51853314514489,126.847302780452,2354.0856031128405,0.0,1397.0306778235727,0.6503820261079513
신안약수, 신월동 591-1,4층,2020 12 1,"    31,000/         0",68.0,20.6,1986,37.516508129518,126.847544039111,1504.8543689320388,0.0,1010.1704621922709,0.27792377827665227
롯데캐슬(1057-0), 신월동 1057,5층,2020 10 18,"    10,000/       100",70.91,21.5,2010,37.523328090826794,126.840091919377,465.1162790697674,4.651162790697675,1243.8091525428813,1.5091394443941726
삼익2차플라주, 신월동 1046,6층,2020 12 30,"    35,000/         0",79.09,23.9,2006,37.5191516825926,126.84096353470501,1464.4351464435147,0.0,1359.8326359832636,0.0
동양브로미(102동)B, 신월동 492-23,2층,2020 4 20,"    27,000/         0",83.94,25.4,2004,37.524040731793605,126.84582995212901,1062.992125984252,0.0,1062.992125984252,0.0
양천벽산블루밍2단지, 신월동 1027,7층,2020 11 2,"    35,700/         0",84.63,25.6,2006,37.525018842954395,126.83882792671301,1394.53125,0.0,1378.446294457873,0.29296875
양천벽산블루밍1단지, 신월동 1026,1층,2020 12 9,"    35,000/         0",59.99,18.1,2006,37.5243185727914,126.83948397219801,1933.7016574585634,0.0,1367.6502106843882,0.40179659571010723
금강, 신월동 207-24,11층,2020 12 2,"    23,000/         0",59.4,18.0,1998,37.5269266101981,126.83336096106599,1277.7777777777778,0.0,894.4444444444445,0.6060606060606061
태진, 신월동 467-3,7층,2020 5 23,"     5,000/        90",84.87,25.7,1998,37.5261800773629,126.846672157328,194.5525291828794,3.501945525291829,907.8401444633143,0.7003891050583657
삼익플라주행복한마을, 신월동 1068,8층,2020 12 5,"    41,000/         0",84.45,25.5,2013,37.5241785439128,126.836438942703,1607.8431372549019,0.0,1454.334581545374,0.0
목동센트럴 아이파크위브 3단지, 신월동 1077,14층,2020 11 18,"    66,000/         0",84.98,25.7,2020,37.516566318609996,126.84590073412201,2568.093385214008,0.0,1662.004209994079,0.5611169754923606
대방샤인힐, 신월동 1017,9층,2020 10 31,"    33,000/         0",59.648,18.0,2003,37.5204650679289,126.838503882008,1833.3333333333333,0.0,1374.4290838638535,0.0
엘림, 신월동 485-11,7층,2020 11 25,"     7,000/         0",36.75,11.1,2003,37.5243898683788,126.84393117358101,630.6306306306307,0.0,791.5057915057915,0.0
탑건위너빌, 신월동 418-4,6층,2020 8 12,"    28,000/         0",77.45,23.4,2002,37.523398262571,126.83679071031,1196.5811965811968,0.0,1065.7287648438091,0.0
보람쉬움1, 신월동 416-1,6층,2020 12 5,"    46,500/         0",83.37,25.2,2003,37.524725819892204,126.83781616774799,1845.2380952380952,0.0,1528.3060301529774,0.0
우정, 신월동 350-3,3층,2020 11 17,"    14,000/         0",70.07,21.2,1988,37.522510843373794,126.829012418202,660.377358490566,0.0,620.3047090269995,0.0
수명산롯데캐슬, 신월동 1036,4층,2020 12 16,"    25,000/        40",84.96,25.7,2008,37.5446341026677,126.828506290311,972.7626459143969,1.556420233463035,1212.0852898633063,1.103375417282161
목동센트럴 아이파크위브 4단지, 신월동 1078,20층,2020 12 13,"    78,000/         0",84.98,25.7,2020,37.5179518852789,126.84399599312201,3035.0194552529183,0.0,1181.2240558182827,0.9556502985735499
벽산블루밍1단지, 신월동 1022,5층,2020 12 23,"    31,500/         0",59.9461,18.1,2003,37.513689920404204,126.842141174701,1740.331491712707,0.0,1536.0040457649975,0.0
길훈, 신월동 341-1,5층,2020 12 19,"     1,000/        45",42.57,12.9,1987,37.5235678677216,126.831016124113,77.51937984496124,3.488372093023256,677.7660872313141,0.7594425698537819
세제뉴타운, 신월동 529-2,5층,2020 8 25,"    30,000/         0",74.86,22.6,2002,37.5198206856732,126.841288586193,1327.433628318584,0.0,1216.8141592920351,0.0
대성유니드, 신월동 1033,4층,2020 12 2,"    33,000/         0",90.61,27.4,2004,37.5205545559431,126.84065666671101,1204.3795620437957,0.0,1354.7436958492274,0.0
방주기픈샘2, 신월동 1047,3층,2020 6 15,"    33,000/         0",84.99,25.7,2007,37.52546656608521,126.842793996712,1284.046692607004,0.0,1245.1361867704281,0.0
